"unit","sector","na_item","geo","year","value"
"PC_GDP","S13","D5REC","PL",2020,7.8
"PC_GDP","S13","D5REC","PL",2021,8.2
"PC_GDP","S13","D5REC","PL",2022,7.6
"PC_GDP","S13","D5REC","PL",2023,7.4
"PC_GDP","S13","D5REC","PL",2024,7.8
"PC_GDP","S13","D5REC","PL",2025,8
"PC_GDP","S13","D5REC","RO",2008,6.4
"PC_GDP","S13","D5REC","RO",2009,5.9
"PC_GDP","S13","D5REC","RO",2010,5.7
"PC_GDP","S13","D5REC","RO",2011,5.8
"PC_GDP","S13","D5REC","RO",2012,5.6
"PC_GDP","S13","D5REC","RO",2013,6
"PC_GDP","S13","D5REC","RO",2014,6.2
"PC_GDP","S13","D5REC","RO",2015,6.6
"PC_GDP","S13","D5REC","RO",2016,6.5
"PC_GDP","S13","D5REC","RO",2017,6.1
"PC_GDP","S13","D5REC","RO",2018,4.9
"PC_GDP","S13","D5REC","RO",2019,4.8
"PC_GDP","S13","D5REC","RO",2020,4.7
"PC_GDP","S13","D5REC","RO",2021,5.1
"PC_GDP","S13","D5REC","RO",2022,6.2
"PC_GDP","S13","D5REC","RO",2023,5.4
"PC_GDP","S13","D5REC","RO",2024,6
"PC_GDP","S13","D5REC","RO",2025,6.3
"PC_GDP","S13","D5REC","SE",2008,18.9
"PC_GDP","S13","D5REC","SE",2009,18.5
"PC_GDP","S13","D5REC","SE",2010,18.2
"PC_GDP","S13","D5REC","SE",2011,17.6
"PC_GDP","S13","D5REC","SE",2012,17.4
"PC_GDP","S13","D5REC","SE",2013,17.8
"PC_GDP","S13","D5REC","SE",2014,17.9
"PC_GDP","S13","D5REC","SE",2015,18.4
"PC_GDP","S13","D5REC","SE",2016,19
"PC_GDP","S13","D5REC","SE",2017,19.2
"PC_GDP","S13","D5REC","SE",2018,18.8
"PC_GDP","S13","D5REC","SE",2019,18.2
"PC_GDP","S13","D5REC","SE",2020,18.2
"PC_GDP","S13","D5REC","SE",2021,18.7
"PC_GDP","S13","D5REC","SE",2022,18.1
"PC_GDP","S13","D5REC","SE",2023,17.4
"PC_GDP","S13","D5REC","SE",2024,17.6
"PC_GDP","S13","D5REC","SE",2025,17.4
"PC_GDP","S13","D5REC","SI",2008,8.8
"PC_GDP","S13","D5REC","SI",2009,8.2
"PC_GDP","S13","D5REC","SI",2010,8.1
"PC_GDP","S13","D5REC","SI",2011,7.8
"PC_GDP","S13","D5REC","SI",2012,7.6
"PC_GDP","S13","D5REC","SI",2013,7
"PC_GDP","S13","D5REC","SI",2014,7.2
"PC_GDP","S13","D5REC","SI",2015,7.3
"PC_GDP","S13","D5REC","SI",2016,7.5
"PC_GDP","S13","D5REC","SI",2017,7.5
"PC_GDP","S13","D5REC","SI",2018,7.9
"PC_GDP","S13","D5REC","SI",2019,7.8
"PC_GDP","S13","D5REC","SI",2020,7.8
"PC_GDP","S13","D5REC","SI",2021,8.4
"PC_GDP","S13","D5REC","SI",2022,8
"PC_GDP","S13","D5REC","SI",2023,7.9
"PC_GDP","S13","D5REC","SI",2024,8.5
"PC_GDP","S13","D5REC","SI",2025,8.5
"PC_GDP","S13","D5REC","SK",2008,6.6
"PC_GDP","S13","D5REC","SK",2009,5.7
"PC_GDP","S13","D5REC","SK",2010,5.4
"PC_GDP","S13","D5REC","SK",2011,5.6
"PC_GDP","S13","D5REC","SK",2012,5.6
"PC_GDP","S13","D5REC","SK",2013,6.2
"PC_GDP","S13","D5REC","SK",2014,6.7
"PC_GDP","S13","D5REC","SK",2015,7.1
"PC_GDP","S13","D5REC","SK",2016,7.2
"PC_GDP","S13","D5REC","SK",2017,7.2
"PC_GDP","S13","D5REC","SK",2018,7.2
"PC_GDP","S13","D5REC","SK",2019,7.2
"PC_GDP","S13","D5REC","SK",2020,7.1
"PC_GDP","S13","D5REC","SK",2021,7.7
"PC_GDP","S13","D5REC","SK",2022,8.3
"PC_GDP","S13","D5REC","SK",2023,7.9
"PC_GDP","S13","D5REC","SK",2024,8.2
"PC_GDP","S13","D5REC","SK",2025,8.2
"PC_GDP","S13","D61REC","AT",2008,14.7
"PC_GDP","S13","D61REC","AT",2009,15.2
"PC_GDP","S13","D61REC","AT",2010,15
"PC_GDP","S13","D61REC","AT",2011,15
"PC_GDP","S13","D61REC","AT",2012,15
"PC_GDP","S13","D61REC","AT",2013,15.4
"PC_GDP","S13","D61REC","AT",2014,15.4
"PC_GDP","S13","D61REC","AT",2015,15.4
"PC_GDP","S13","D61REC","AT",2016,15.3
"PC_GDP","S13","D61REC","AT",2017,15.4
"PC_GDP","S13","D61REC","AT",2018,15.5
"PC_GDP","S13","D61REC","AT",2019,15.6
"PC_GDP","S13","D61REC","AT",2020,16.2
"PC_GDP","S13","D61REC","AT",2021,15.9
"PC_GDP","S13","D61REC","AT",2022,15.2
"PC_GDP","S13","D61REC","AT",2023,15.3
"PC_GDP","S13","D61REC","AT",2024,16
"PC_GDP","S13","D61REC","AT",2025,16.2
"PC_GDP","S13","D61REC","BG",2008,7.4
"PC_GDP","S13","D61REC","BG",2009,7.2
"PC_GDP","S13","D61REC","BG",2010,6.6
"PC_GDP","S13","D61REC","BG",2011,6.7
"PC_GDP","S13","D61REC","BG",2012,6.8
"PC_GDP","S13","D61REC","BG",2013,7.4
"PC_GDP","S13","D61REC","BG",2014,7.8
"PC_GDP","S13","D61REC","BG",2015,7.8
"PC_GDP","S13","D61REC","BG",2016,7.7
"PC_GDP","S13","D61REC","BG",2017,8.2
"PC_GDP","S13","D61REC","BG",2018,8.7
"PC_GDP","S13","D61REC","BG",2019,8.9
"PC_GDP","S13","D61REC","BG",2020,9.1
"PC_GDP","S13","D61REC","BG",2021,8.8
"PC_GDP","S13","D61REC","BG",2022,8.2
"PC_GDP","S13","D61REC","BG",2023,8.5
"PC_GDP","S13","D61REC","BG",2024,8.9
"PC_GDP","S13","D61REC","BG",2025,9.2
"PC_GDP","S13","D61REC","CZ",2008,14.8
"PC_GDP","S13","D61REC","CZ",2009,14.2
"PC_GDP","S13","D61REC","CZ",2010,14.3
"PC_GDP","S13","D61REC","CZ",2011,14.5
"PC_GDP","S13","D61REC","CZ",2012,14.6
"PC_GDP","S13","D61REC","CZ",2013,14.6
"PC_GDP","S13","D61REC","CZ",2014,14.4
"PC_GDP","S13","D61REC","CZ",2015,14.3
"PC_GDP","S13","D61REC","CZ",2016,14.5
"PC_GDP","S13","D61REC","CZ",2017,14.7
"PC_GDP","S13","D61REC","CZ",2018,15.2
"PC_GDP","S13","D61REC","CZ",2019,15.2
"PC_GDP","S13","D61REC","CZ",2020,15.6
"PC_GDP","S13","D61REC","CZ",2021,16.1
"PC_GDP","S13","D61REC","CZ",2022,15.4
"PC_GDP","S13","D61REC","CZ",2023,15.3
"PC_GDP","S13","D61REC","CZ",2024,15.8
"PC_GDP","S13","D61REC","CZ",2025,15.8
"PC_GDP","S13","D61REC","DE",2008,15.9
"PC_GDP","S13","D61REC","DE",2009,16.7
"PC_GDP","S13","D61REC","DE",2010,16.3
"PC_GDP","S13","D61REC","DE",2011,16.1
"PC_GDP","S13","D61REC","DE",2012,16.2
"PC_GDP","S13","D61REC","DE",2013,16.2
"PC_GDP","S13","D61REC","DE",2014,16.2
"PC_GDP","S13","D61REC","DE",2015,16.2
"PC_GDP","S13","D61REC","DE",2016,16.4
